0,1,2.0
7,1,4.0
8,1,4.0
11,1,4.0
13,1,2.0
14,1,4.0
15,1,2.0
17,1,2.0
20,1,4.0
23,1,3.0
24,1,1.0
27,1,3.0
30,1,2.0
32,1,4.0
36,1,4.0
37,1,1.0
38,1,2.0
39,1,4.0
43,1,3.0
45,1,2.0
46,1,2.0
49,1,2.0
50,1,2.0
51,1,2.0
57,1,1.0
0,2,5.0
3,2,5.0
4,2,2.0
5,2,3.0
9,2,5.0
16,2,3.0
17,2,5.0
19,2,1.0
20,2,1.0
21,2,3.0
22,2,5.0
23,2,4.0
26,2,3.0
28,2,2.0
29,2,4.0
32,2,2.0
34,2,3.0
37,2,1.0
39,2,5.0
42,2,4.0
43,2,4.0
45,2,2.0
46,2,2.0
48,2,3.0
51,2,4.0
54,2,1.0
55,2,2.0
57,2,1.0
60,2,4.0
34,3,3.0
3,3,1.0
6,3,3.0
39,3,5.0
40,3,4.0
11,3,5.0
44,3,3.0
45,3,4.0
13,3,1.0
19,3,5.0
51,3,5.0
22,3,1.0
56,3,3.0
25,3,4.0
26,3,1.0
58,3,3.0
28,3,1.0
30,3,3.0
16,4,2.0
18,4,2.0
23,4,2.0
58,4,1.0
59,4,2.0
14,4,4.0
15,4,2.0
1,5,2.0
3,5,2.0
5,5,2.0
10,5,2.0
12,5,3.0
13,5,3.0
14,5,5.0
17,5,3.0
18,5,5.0
19,5,3.0
20,5,3.0
21,5,2.0
22,5,3.0
27,5,2.0
30,5,5.0
34,5,1.0
36,5,1.0
37,5,4.0
38,5,2.0
41,5,1.0
43,5,4.0
46,5,1.0
47,5,2.0
51,5,2.0
52,5,1.0
56,5,5.0
57,5,1.0
59,5,2.0
60,5,3.0
0,6,1.0
4,6,2.0
5,6,5.0
6,6,4.0
7,6,1.0
8,6,1.0
9,6,5.0
12,6,4.0
13,6,3.0
15,6,1.0
16,6,3.0
18,6,5.0
20,6,2.0
21,6,1.0
22,6,2.0
24,6,1.0
25,6,3.0
26,6,2.0
27,6,1.0
29,6,1.0
33,6,5.0
34,6,2.0
35,6,5.0
37,6,2.0
38,6,5.0
40,6,3.0
41,6,5.0
42,6,4.0
44,6,2.0
45,6,2.0
46,6,4.0
47,6,5.0
48,6,3.0
52,6,5.0
53,6,2.0
54,6,1.0
55,6,2.0
57,6,5.0
59,6,2.0
33,7,2.0
1,7,1.0
5,7,3.0
8,7,1.0
40,7,1.0
11,7,4.0
12,7,1.0
44,7,3.0
45,7,1.0
13,7,4.0
15,7,3.0
47,7,5.0
16,7,4.0
49,7,1.0
17,7,2.0
18,7,3.0
19,7,4.0
23,7,2.0
25,7,2.0
57,7,1.0
26,7,5.0
58,7,5.0
60,7,1.0
49,8,3.0
4,8,4.0
1,9,3.0
2,9,1.0
40,9,2.0
41,9,2.0
42,9,1.0
43,9,2.0
12,9,1.0
44,9,1.0
45,9,1.0
15,9,3.0
16,9,1.0
48,9,5.0
49,9,1.0
17,9,4.0
54,9,2.0
22,9,2.0
58,9,2.0
29,9,1.0
30,9,3.0
31,9,5.0
0,10,3.0
1,10,1.0
2,10,5.0
3,10,4.0
8,10,1.0
9,10,1.0
10,10,4.0
15,10,2.0
19,10,2.0
22,10,2.0
23,10,4.0
27,10,2.0
28,10,3.0
29,10,2.0
30,10,2.0
31,10,5.0
33,10,5.0
35,10,3.0
37,10,1.0
42,10,3.0
44,10,5.0
45,10,2.0
46,10,2.0
48,10,1.0
49,10,3.0
50,10,4.0
53,10,5.0
56,10,2.0
59,10,2.0
0,11,5.0
1,11,2.0
2,11,1.0
4,11,3.0
5,11,2.0
6,11,4.0
7,11,4.0
8,11,2.0
9,11,5.0
14,11,3.0
15,11,2.0
16,11,2.0
19,11,2.0
24,11,1.0
25,11,2.0
27,11,1.0
28,11,3.0
29,11,3.0
31,11,5.0
32,11,4.0
33,11,3.0
34,11,4.0
35,11,1.0
37,11,5.0
38,11,1.0
39,11,2.0
42,11,2.0
43,11,5.0
44,11,3.0
48,11,1.0
52,11,5.0
59,11,4.0
1,12,2.0
2,12,1.0
3,12,5.0
5,12,4.0
6,12,5.0
7,12,1.0
8,12,4.0
9,12,5.0
10,12,3.0
13,12,4.0
14,12,2.0
15,12,1.0
16,12,5.0
17,12,4.0
18,12,1.0
19,12,1.0
20,12,3.0
21,12,1.0
22,12,2.0
23,12,3.0
25,12,1.0
26,12,2.0
28,12,2.0
29,12,4.0
31,12,3.0
33,12,2.0
34,12,3.0
35,12,2.0
39,12,1.0
40,12,5.0
42,12,2.0
45,12,2.0
47,12,2.0
48,12,5.0
49,12,3.0
50,12,1.0
52,12,2.0
54,12,5.0
55,12,2.0
0,13,2.0
1,13,1.0
2,13,2.0
3,13,3.0
4,13,3.0
5,13,1.0
7,13,2.0
8,13,4.0
9,13,3.0
10,13,1.0
11,13,3.0
15,13,2.0
18,13,4.0
19,13,5.0
21,13,2.0
22,13,4.0
27,13,4.0
28,13,2.0
29,13,1.0
30,13,3.0
32,13,2.0
33,13,1.0
34,13,3.0
36,13,2.0
37,13,1.0
38,13,1.0
39,13,1.0
40,13,5.0
42,13,1.0
43,13,5.0
44,13,1.0
46,13,2.0
47,13,2.0
48,13,3.0
49,13,5.0
50,13,1.0
52,13,2.0
53,13,2.0
55,13,5.0
56,13,1.0
57,13,5.0
58,13,2.0
0,14,2.0
3,14,5.0
7,14,2.0
8,14,5.0
10,14,4.0
11,14,1.0
12,14,5.0
13,14,4.0
15,14,3.0
18,14,5.0
19,14,2.0
22,14,5.0
23,14,4.0
24,14,5.0
26,14,4.0
28,14,2.0
29,14,2.0
33,14,2.0
34,14,5.0
36,14,3.0
38,14,3.0
40,14,4.0
41,14,1.0
43,14,3.0
45,14,4.0
46,14,5.0
49,14,5.0
51,14,2.0
53,14,5.0
55,14,1.0
56,14,5.0
57,14,4.0
58,14,4.0
2,15,2.0
3,15,2.0
5,15,3.0
6,15,5.0
7,15,1.0
8,15,2.0
9,15,2.0
14,15,4.0
16,15,3.0
19,15,2.0
21,15,1.0
22,15,5.0
24,15,4.0
27,15,1.0
28,15,2.0
30,15,3.0
31,15,4.0
33,15,5.0
34,15,2.0
38,15,2.0
39,15,4.0
41,15,1.0
43,15,1.0
46,15,2.0
47,15,3.0
48,15,3.0
49,15,4.0
50,15,4.0
51,15,5.0
52,15,2.0
53,15,2.0
54,15,5.0
56,15,5.0
57,15,3.0
58,15,3.0
59,15,2.0
60,15,1.0
0,16,5.0
1,16,1.0
4,16,2.0
